FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_805_66_20.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;66;20;learngdm;0.05
model_805_44_10.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;44.8;10.6666666666667;learngdm;0.05
model_805_68_17.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;68.6;17.3333333333333;learngdm;0.05
model_805_62_30.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;62.2;30.6666666666667;learngdm;0.05
model_805_70_28.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;70.6;28;learngdm;0.05
model_805_50_12.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;50;12;learngdm;0.05
model_805_59_20.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;59.2;20;learngdm;0.05
model_805_76_34.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;76.6;34.6666666666667;learngdm;0.05
model_805_62_17.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;62.8;17.3333333333333;learngdm;0.05
model_805_55_18.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;55;18.6666666666667;learngdm;0.05
Média de ID: 805;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;61.58;20.9333333333333;learngdm;0.05
