FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_811_83_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;83.5;66.6666666666667;learngdm;0.05
model_811_93_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_811_91_56.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;56.6666666666667;learngdm;0.05
model_811_94_86.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;86.6666666666667;learngdm;0.05
model_811_89_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;73.3333333333333;learngdm;0.05
model_811_93_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;76.6666666666667;learngdm;0.05
model_811_74_53.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;74;53.3333333333333;learngdm;0.05
model_811_95_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;70;learngdm;0.05
model_811_93_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;66.6666666666667;learngdm;0.05
model_811_92_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;73.3333333333333;learngdm;0.05
model_811_91_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;76.6666666666667;learngdm;0.05
model_811_93_90.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;90;learngdm;0.05
model_811_88_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;70;learngdm;0.05
model_811_91_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;76.6666666666667;learngdm;0.05
model_811_93_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_811_93_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;70;learngdm;0.05
model_811_94_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;70;learngdm;0.05
model_811_91_63.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;63.3333333333333;learngdm;0.05
model_811_81_50.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;81.5;50;learngdm;0.05
model_811_90_53.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.5;53.3333333333333;learngdm;0.05
model_811_91_63.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;63.3333333333333;learngdm;0.05
model_811_88_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;66.6666666666667;learngdm;0.05
model_811_94_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;76.6666666666667;learngdm;0.05
model_811_93_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;66.6666666666667;learngdm;0.05
model_811_84_63.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;84;63.3333333333333;learngdm;0.05
model_811_95_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;66.6666666666667;learngdm;0.05
model_811_82_60.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;82;60;learngdm;0.05
model_811_93_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_811_89_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;66.6666666666667;learngdm;0.05
model_811_95_80.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;80;learngdm;0.05
Média de ID: 811;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.35;69.4444444444444;learngdm;0.05
model_811_93_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;66.6666666666667;learngdm;0.05
model_811_91_83.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;83.3333333333333;learngdm;0.05
model_811_94_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;73.3333333333333;learngdm;0.05
model_811_87_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;87.5;70;learngdm;0.05
model_811_88_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;66.6666666666667;learngdm;0.05
model_811_93_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;70;learngdm;0.05
model_811_91_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;66.6666666666667;learngdm;0.05
model_811_91_63.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;63.3333333333333;learngdm;0.05
model_811_82_60.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;82.5;60;learngdm;0.05
model_811_94_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;73.3333333333333;learngdm;0.05
model_811_86_46.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86.5;46.6666666666667;learngdm;0.05
model_811_88_63.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;63.3333333333333;learngdm;0.05
model_811_96_83.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;96.5;83.3333333333333;learngdm;0.05
model_811_92_46.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;46.6666666666667;learngdm;0.05
model_811_90_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.5;66.6666666666667;learngdm;0.05
model_811_94_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;66.6666666666667;learngdm;0.05
model_811_92_56.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;56.6666666666667;learngdm;0.05
model_811_92_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;73.3333333333333;learngdm;0.05
model_811_92_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;76.6666666666667;learngdm;0.05
model_811_90_80.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.5;80;learngdm;0.05
model_811_89_83.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.5;83.3333333333333;learngdm;0.05
model_811_95_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;73.3333333333333;learngdm;0.05
model_811_95_80.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;80;learngdm;0.05
model_811_94_73.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;73.3333333333333;learngdm;0.05
model_811_93_70.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;70;learngdm;0.05
model_811_94_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;76.6666666666667;learngdm;0.05
model_811_96_90.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;96;90;learngdm;0.05
model_811_95_86.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;86.6666666666667;learngdm;0.05
model_811_93_66.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;66.6666666666667;learngdm;0.05
model_811_91_76.mat;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;76.6666666666667;learngdm;0.05
Média de ID: 811;1;75;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.9666666666667;71;learngdm;0.05
