FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_810_88_56.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88.5;56.6666666666667;learngdm;0.05
model_810_92_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;63.3333333333333;learngdm;0.05
model_810_93_76.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_810_94_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;80;learngdm;0.05
model_810_90_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90;80;learngdm;0.05
model_810_95_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;66.6666666666667;learngdm;0.05
model_810_92_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;73.3333333333333;learngdm;0.05
model_810_88_60.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88.5;60;learngdm;0.05
model_810_96_83.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;96.5;83.3333333333333;learngdm;0.05
model_810_88_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88.5;63.3333333333333;learngdm;0.05
model_810_90_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90;66.6666666666667;learngdm;0.05
model_810_91_60.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;60;learngdm;0.05
model_810_94_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;70;learngdm;0.05
model_810_92_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;66.6666666666667;learngdm;0.05
model_810_91_86.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;86.6666666666667;learngdm;0.05
model_810_75_56.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;75;56.6666666666667;learngdm;0.05
model_810_92_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;73.3333333333333;learngdm;0.05
model_810_86_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86.5;66.6666666666667;learngdm;0.05
model_810_93_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;80;learngdm;0.05
model_810_93_83.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;83.3333333333333;learngdm;0.05
model_810_92_50.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;50;learngdm;0.05
model_810_91_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;66.6666666666667;learngdm;0.05
model_810_94_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;70;learngdm;0.05
model_810_91_76.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;76.6666666666667;learngdm;0.05
model_810_86_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86;63.3333333333333;learngdm;0.05
model_810_44_36.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;44;36.6666666666667;learngdm;0.05
model_810_93_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;70;learngdm;0.05
model_810_97_90.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;97;90;learngdm;0.05
model_810_78_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;78;63.3333333333333;learngdm;0.05
model_810_89_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;73.3333333333333;learngdm;0.05
Média de ID: 810;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.15;69.1111111111111;learngdm;0.05
