FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_804_94_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;70;learngdm;0.05
model_804_91_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;70;learngdm;0.05
model_804_94_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;73.3333333333333;learngdm;0.05
model_804_94_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;73.3333333333333;learngdm;0.05
model_804_96_83.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;96;83.3333333333333;learngdm;0.05
model_804_94_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;70;learngdm;0.05
model_804_91_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;63.3333333333333;learngdm;0.05
model_804_92_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;80;learngdm;0.05
model_804_93_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;73.3333333333333;learngdm;0.05
model_804_92_86.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;86.6666666666667;learngdm;0.05
Média de ID: 804;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.35;74.3333333333333;learngdm;0.05
