FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_811_92_56.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;56.6666666666667;learngdm;0.05
model_811_92_76.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;76.6666666666667;learngdm;0.05
model_811_92_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;63.3333333333333;learngdm;0.05
model_811_67_43.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;67;43.3333333333333;learngdm;0.05
model_811_85_60.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;85.5;60;learngdm;0.05
model_811_82_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;82.5;63.3333333333333;learngdm;0.05
model_811_89_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.5;70;learngdm;0.05
model_811_93_83.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;83.3333333333333;learngdm;0.05
model_811_95_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;70;learngdm;0.05
model_811_93_83.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;83.3333333333333;learngdm;0.05
model_811_95_83.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;83.3333333333333;learngdm;0.05
model_811_95_76.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;76.6666666666667;learngdm;0.05
model_811_92_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;70;learngdm;0.05
model_811_79_60.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;79.5;60;learngdm;0.05
model_811_93_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;63.3333333333333;learngdm;0.05
model_811_93_76.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_811_89_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.5;80;learngdm;0.05
model_811_87_56.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;87.5;56.6666666666667;learngdm;0.05
model_811_88_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;73.3333333333333;learngdm;0.05
model_811_92_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;63.3333333333333;learngdm;0.05
model_811_93_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;63.3333333333333;learngdm;0.05
model_811_93_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;80;learngdm;0.05
model_811_91_66.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;66.6666666666667;learngdm;0.05
model_811_94_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;80;learngdm;0.05
model_811_88_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;73.3333333333333;learngdm;0.05
model_811_90_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90;73.3333333333333;learngdm;0.05
model_811_92_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;80;learngdm;0.05
model_811_92_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;70;learngdm;0.05
model_811_86_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86.5;63.3333333333333;learngdm;0.05
model_811_93_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;63.3333333333333;learngdm;0.05
Média de ID: 811;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.1;69.5555555555556;learngdm;0.05
