FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_810_77_60.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;77.5;60;learngdm;0.05
model_810_85_56.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;85.5;56.6666666666667;learngdm;0.05
model_810_92_66.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;66.6666666666667;learngdm;0.05
model_810_86_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86;63.3333333333333;learngdm;0.05
model_810_94_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;73.3333333333333;learngdm;0.05
model_810_94_86.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;86.6666666666667;learngdm;0.05
model_810_92_60.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;60;learngdm;0.05
model_810_91_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;80;learngdm;0.05
model_810_90_60.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90.5;60;learngdm;0.05
model_810_78_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;78.5;63.3333333333333;learngdm;0.05
model_810_92_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;70;learngdm;0.05
model_810_92_76.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;76.6666666666667;learngdm;0.05
model_810_93_76.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93.5;76.6666666666667;learngdm;0.05
model_810_94_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;70;learngdm;0.05
model_810_88_63.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;63.3333333333333;learngdm;0.05
model_810_90_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;90;80;learngdm;0.05
model_810_91_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;73.3333333333333;learngdm;0.05
model_810_92_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;80;learngdm;0.05
model_810_94_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;80;learngdm;0.05
model_810_95_73.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;73.3333333333333;learngdm;0.05
model_810_91_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;80;learngdm;0.05
model_810_95_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;80;learngdm;0.05
model_810_95_80.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;80;learngdm;0.05
model_810_94_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;70;learngdm;0.05
model_810_92_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;70;learngdm;0.05
model_810_92_66.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;66.6666666666667;learngdm;0.05
model_810_92_66.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92;66.6666666666667;learngdm;0.05
model_810_86_70.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86.5;70;learngdm;0.05
model_810_54_36.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;54;36.6666666666667;learngdm;0.05
model_810_94_83.mat;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;83.3333333333333;learngdm;0.05
Média de ID: 810;1;50;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.8166666666667;70.5555555555556;learngdm;0.05
