FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_801_90_60.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;90.5;60;learngdm;0.05
model_801_90_53.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;90;53.3333333333333;learngdm;0.05
model_801_87_50.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;87.5;50;learngdm;0.05
model_801_84_53.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;84.5;53.3333333333333;learngdm;0.05
model_801_92_66.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;92;66.6666666666667;learngdm;0.05
model_801_88_50.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;88.5;50;learngdm;0.05
model_801_92_46.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;92;46.6666666666667;learngdm;0.05
model_801_91_66.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;91.5;66.6666666666667;learngdm;0.05
model_801_86_66.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;86;66.6666666666667;learngdm;0.05
model_801_89_46.mat;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;89.5;46.6666666666667;learngdm;0.05
Média de ID: 801;1;100;tansig softmax;trainscg;1000;dividerand;0.7;0.15;0.15;89.2;56;learngdm;0.05
