FileName;NumberLayers;NumberNeurons;ActivationFunctions;TrainingFunction;Epochs;Division;TrainRatio;ValRatio;TestRatio;Accuracy;TestAccuracy;Learning Functions;Learning Rate
model_809_93_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;73.3333333333333;learngdm;0.05
model_809_83_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;83.5;66.6666666666667;learngdm;0.05
model_809_88_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88.5;70;learngdm;0.05
model_809_93_83.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;83.3333333333333;learngdm;0.05
model_809_93_76.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;76.6666666666667;learngdm;0.05
model_809_95_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;80;learngdm;0.05
model_809_95_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;80;learngdm;0.05
model_809_94_76.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94.5;76.6666666666667;learngdm;0.05
model_809_89_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;80;learngdm;0.05
model_809_89_90.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.5;90;learngdm;0.05
model_809_72_43.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;72;43.3333333333333;learngdm;0.05
model_809_91_53.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;53.3333333333333;learngdm;0.05
model_809_89_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;73.3333333333333;learngdm;0.05
model_809_92_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;63.3333333333333;learngdm;0.05
model_809_89_60.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;60;learngdm;0.05
model_809_83_70.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;83;70;learngdm;0.05
model_809_91_73.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91;73.3333333333333;learngdm;0.05
model_809_83_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;83.5;80;learngdm;0.05
model_809_92_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;66.6666666666667;learngdm;0.05
model_809_73_43.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;73;43.3333333333333;learngdm;0.05
model_809_93_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;93;80;learngdm;0.05
model_809_95_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95;80;learngdm;0.05
model_809_89_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89;80;learngdm;0.05
model_809_86_80.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;86;80;learngdm;0.05
model_809_95_83.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;95.5;83.3333333333333;learngdm;0.05
model_809_94_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;94;66.6666666666667;learngdm;0.05
model_809_91_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;91.5;66.6666666666667;learngdm;0.05
model_809_92_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;92.5;63.3333333333333;learngdm;0.05
model_809_88_66.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88.5;66.6666666666667;learngdm;0.05
model_809_88_63.mat;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;88;63.3333333333333;learngdm;0.05
Média de ID: 809;1;100;tansig softmax;traingd;1000;dividerand;0.7;0.15;0.15;89.4833333333333;71.1111111111111;learngdm;0.05
